id,city,state,state_abbr,population,median_age,average_household_size,median_income,household_income,household_income
16878,CHOWCHILLA,California,CA,23587.0,34.2,3.37,18283.0,14714.0,14714.0
16879,CITRUS HEIGHTS,California,CA,87322.0,37.5,2.54,28299.0,27388.5,27388.5
16880,CLARKSBURG,California,CA,1062.0,37.8,2.67,41446.0,37826.0,37826.0
16881,CLEMENTS,California,CA,806.0,42.1,2.94,26604.0,32258.0,32258.0
16882,CLIPPER MILLS,California,CA,182.0,29.9,3.03,21424.0,18385.0,18385.0
16884,CLOVIS,California,CA,118971.0,35.6,2.9,36363.33,33083.0,33083.0
16885,COARSEGOLD,California,CA,11134.0,52.6,2.48,26837.0,31404.0,31404.0
16886,COLFAX,California,CA,9944.0,47.8,2.57,24267.0,32569.0,32569.0
16887,COLUMBIA,California,CA,1924.0,49.9,2.04,22733.0,29116.0,29116.0
16888,COLUSA,California,CA,7669.0,35.3,2.76,26505.0,26655.0,26655.0
16889,COOL,California,CA,4360.0,47.5,2.74,47708.0,40370.0,40370.0
16890,COPPEROPOLIS,California,CA,4452.0,47.7,2.47,36792.0,38692.0,38692.0
16891,CORNING,California,CA,16670.0,35.8,2.83,23176.0,20669.0,20669.0
16892,FLOURNOY,California,CA,186.0,43.3,2.55,18864.0,20424.0,20424.0
16893,COTTONWOOD,California,CA,16256.0,41.6,2.62,24845.0,26061.0,26061.0
16894,COULTERVILLE,California,CA,1764.0,62.6,2.07,19714.0,26462.0,26462.0
16895,COURTLAND,California,CA,1015.0,51.1,2.77,26961.0,24116.0,24116.0
16896,CRESCENT MILLS,California,CA,381.0,38.7,2.13,13561.0,18759.0,18759.0
16897,CRESSEY,California,CA,270.0,36.9,3.21,18750.0,19776.0,19776.0
16898,CROWS LANDING,California,CA,1296.0,32.6,2.77,32396.0,23500.0,23500.0
16899,CUTLER,California,CA,6277.0,25.6,4.32,15203.0,10983.0,10983.0
16900,DAVIS,California,CA,77789.0,26.45,2.7,27985.5,37680.0,37680.0
16901,DELHI,California,CA,13707.0,30.4,3.73,20924.0,16481.0,16481.0
16902,DEL REY,California,CA,2726.0,27.1,3.79,17238.0,14297.0,14297.0
16903,DENAIR,California,CA,6748.0,36.4,3.17,30562.0,26937.0,26937.0
16904,DIAMOND SPRINGS,California,CA,4966.0,46.5,2.64,23209.0,29433.0,29433.0
16905,DINUBA,California,CA,30754.0,29.0,3.77,18580.0,15662.0,15662.0
16906,DIXON,California,CA,21588.0,34.7,3.3,27792.0,28277.0,28277.0
16907,DOBBINS,California,CA,680.0,32.8,2.37,18045.0,24692.0,24692.0
16908,DORRIS,California,CA,1158.0,38.3,2.41,18326.0,17576.0,17576.0
16909,DOS PALOS,California,CA,9388.0,30.5,3.24,22362.0,17528.0,17528.0
16910,DOUGLAS CITY,California,CA,852.0,57.5,2.05,29009.0,30810.0,30810.0
16911,DOWNIEVILLE,California,CA,90.0,67.2,1.2,19865.0,23990.0,23990.0
16912,DUNLAP,California,CA,155.0,63.0,1.42,34904.0,43850.0,43850.0
16913,DUNNIGAN,California,CA,1569.0,39.8,3.05,21995.0,23954.0,23954.0
16914,DUNSMUIR,California,CA,2008.0,53.6,2.11,21526.0,22164.0,22164.0
16915,DURHAM,California,CA,4290.0,40.1,2.86,26963.0,30269.0,30269.0
16916,DUTCH FLAT,California,CA,325.0,51.6,1.96,33750.0,43704.0,43704.0
16917,EL DORADO,California,CA,3734.0,50.1,2.59,37284.0,34814.0,34814.0
16918,ELK CREEK,California,CA,695.0,38.0,2.43,17083.0,14681.0,14681.0
16919,ELK GROVE,California,CA,177666.0,35.83,3.28,36866.0,32361.33,32361.33
16921,EL NIDO,California,CA,904.0,28.3,3.5,26520.0,30190.0,30190.0
16922,EL PORTAL,California,CA,378.0,35.8,2.29,43304.0,44131.0,44131.0
16923,ELVERTA,California,CA,6030.0,40.8,3.05,29837.0,26174.0,26174.0
16924,EMPIRE,California,CA,1687.0,36.8,2.7,14118.0,14011.0,14011.0
16925,ESCALON,California,CA,13018.0,34.9,2.96,28636.0,29127.0,29127.0
16926,CAPAY,California,CA,415.0,59.0,2.01,44295.0,45211.0,45211.0
16927,ESPARTO,California,CA,3892.0,32.8,3.51,27160.0,22912.0,22912.0
16928,ETNA,California,CA,2340.0,54.0,2.24,24357.0,26485.0,26485.0
16929,FAIR OAKS,California,CA,40882.0,45.5,2.47,37802.0,42340.0,42340.0
16930,FALL RIVER MILLS,California,CA,1363.0,40.2,2.63,27679.0,26267.0,26267.0
16931,FARMINGTON,California,CA,564.0,41.0,3.33,30893.0,22816.0,22816.0
16933,FIREBAUGH,California,CA,10298.0,27.8,3.68,22480.0,16004.0,16004.0
16934,FISH CAMP,California,CA,108.0,69.5,2.11,48846.0,39518.0,39518.0
16935,FIVE POINTS,California,CA,1170.0,31.6,4.04,17788.0,9401.0,9401.0
16936,FOLSOM,California,CA,75864.0,40.9,2.61,54842.0,43840.0,43840.0
16937,EL DORADO HILLS,California,CA,41709.0,42.8,3.03,52366.0,53185.0,53185.0
16938,FORBESTOWN,California,CA,644.0,65.1,2.38,19223.0,24259.0,24259.0
16939,FORESTHILL,California,CA,6638.0,50.0,2.54,40119.0,35289.0,35289.0
16940,FOREST RANCH,California,CA,672.0,60.3,1.58,29605.0,45487.0,45487.0
16941,FORKS OF SALMON,California,CA,126.0,38.5,2.68,14375.0,11032.0,11032.0
16942,FORT JONES,California,CA,2493.0,45.6,2.46,24440.0,24379.0,24379.0
16943,FOWLER,California,CA,7715.0,32.0,3.39,22864.0,21800.0,21800.0
16944,FRENCH CAMP,California,CA,4863.0,33.1,3.0,14619.0,13317.0,13317.0
16945,FRENCH GULCH,California,CA,536.0,50.4,2.21,20602.0,21084.0,21084.0
16946,FRESNO,California,CA,597854.0,32.43,3.04,23556.56,22363.39,22363.39
16947,FRIANT,California,CA,1995.0,44.1,2.83,36250.0,37059.0,37059.0
16948,GALT,California,CA,31523.0,35.1,3.2,29846.0,27293.0,27293.0
16949,GARDEN VALLEY,California,CA,3760.0,50.6,2.97,35000.0,30814.0,30814.0
16950,GAZELLE,California,CA,203.0,54.4,1.78,17321.0,23893.0,23893.0
16951,GEORGETOWN,California,CA,3027.0,46.1,2.5,24924.0,26147.0,26147.0
16952,GERBER,California,CA,3593.0,41.9,3.0,22246.0,17501.0,17501.0
16954,GLENN,California,CA,834.0,36.8,2.45,27464.0,40618.0,40618.0
16955,GOLD RUN,California,CA,121.0,61.7,1.59,41579.0,37019.0,37019.0
16956,GOODYEARS BAR,California,CA,33.0,67.1,1.32,31328.0,35067.0,35067.0
16957,GRASS VALLEY,California,CA,45290.0,51.75,2.35,26349.5,32232.5,32232.5
16958,GREENVIEW,California,CA,249.0,62.8,2.29,24886.0,22921.0,22921.0
16959,GREENVILLE,California,CA,1856.0,53.6,2.35,18851.0,26110.0,26110.0
16960,GREENWOOD,California,CA,870.0,57.1,1.88,19420.0,28434.0,28434.0
16961,GRENADA,California,CA,739.0,43.7,2.63,21034.0,20464.0,20464.0
16962,GRIDLEY,California,CA,10796.0,35.6,2.86,22675.0,22334.0,22334.0
16963,GRIMES,California,CA,461.0,32.3,3.27,26490.0,14658.0,14658.0
16964,GRIZZLY FLATS,California,CA,954.0,51.3,2.5,24310.0,21727.0,21727.0
16965,GROVELAND,California,CA,3118.0,58.7,2.08,23185.0,35213.0,35213.0
16966,GUINDA,California,CA,315.0,33.1,2.84,13895.0,13376.0,13376.0
16967,RUMSEY,California,CA,64.0,50.1,2.67,73750.0,49053.0,49053.0
16968,GUSTINE,California,CA,9367.0,37.8,2.98,21284.0,22227.0,22227.0
16969,HAMILTON CITY,California,CA,3063.0,26.7,3.74,21909.0,14167.0,14167.0
16970,HAPPY CAMP,California,CA,941.0,51.4,2.03,18083.0,22556.0,22556.0
16971,HAT CREEK,California,CA,240.0,67.6,1.77,23807.0,23618.0,23618.0
16972,HATHAWAY PINES,California,CA,539.0,36.0,2.7,30121.0,25999.0,25999.0
16973,HAYFORK,California,CA,2869.0,48.3,2.46,18086.0,21186.0,21186.0
16975,HERALD,California,CA,2204.0,47.4,2.87,36930.0,37969.0,37969.0
16976,HICKMAN,California,CA,1141.0,35.7,3.11,27857.0,25027.0,25027.0
16977,HILMAR,California,CA,7551.0,39.6,2.81,27958.0,28313.0,28313.0
16978,HOLT,California,CA,110.0,16.7,4.58,25750.0,12143.0,12143.0
16979,HOOD,California,CA,309.0,49.5,3.68,32917.0,21408.0,21408.0
16980,HORNBROOK,California,CA,927.0,56.8,2.09,23413.0,21856.0,21856.0
16982,HUGHSON,California,CA,9827.0,33.8,3.13,29847.0,26821.0,26821.0
16984,IGO,California,CA,702.0,55.0,2.15,26071.0,28545.0,28545.0
16985,IONE,California,CA,10609.0,43.8,2.63,30201.0,19748.0,19748.0
16986,ISLETON,California,CA,1657.0,50.6,2.03,24983.0,26549.0,26549.0
16987,JACKSON,California,CA,6615.0,51.8,2.18,26699.0,32879.0,32879.0
16988,JAMESTOWN,California,CA,7655.0,44.7,2.09,21349.0,22358.0,22358.0
16989,JUNCTION CITY,California,CA,687.0,59.3,2.38,16492.0,21472.0,21472.0
16990,KERMAN,California,CA,20133.0,29.3,3.73,20179.0,18588.0,18588.0
16991,KEYES,California,CA,4586.0,31.3,3.92,20089.0,14698.0,14698.0
16992,KINGSBURG,California,CA,16206.0,34.0,3.11,27867.0,28901.0,28901.0
16993,KLAMATH RIVER,California,CA,389.0,61.1,1.98,17833.0,20707.0,20707.0
16994,KNIGHTS LANDING,California,CA,1810.0,38.9,2.8,19926.0,19357.0,19357.0
16995,KYBURZ,California,CA,42.0,63.3,1.75,31250.0,31155.0,31155.0
16996,LA GRANGE,California,CA,2691.0,48.0,2.61,25976.0,28772.0,28772.0
16997,LAKEHEAD,California,CA,1238.0,51.0,2.29,26075.0,28110.0,28110.0
16998,LATHROP,California,CA,20969.0,33.1,3.85,27865.0,21724.0,21724.0
16999,LE GRAND,California,CA,2696.0,35.1,3.24,20924.0,20974.0,20974.0
17000,LEWISTON,California,CA,1440.0,54.5,2.25,17500.0,24771.0,24771.0
17001,LINCOLN,California,CA,51276.0,43.0,2.68,35194.0,36199.0,36199.0
17002,LINDEN,California,CA,4447.0,40.3,2.88,30647.0,34988.0,34988.0
17003,LIVE OAK,California,CA,10553.0,35.4,3.3,20100.0,23303.0,23303.0
17004,LIVINGSTON,California,CA,16804.0,29.4,3.84,22118.0,18636.0,18636.0
17005,LOCKEFORD,California,CA,3189.0,37.8,2.79,27804.0,27353.0,27353.0
17006,LODI,California,CA,74631.0,37.6,2.79,27745.5,28624.5,28624.5
17007,LONG BARN,California,CA,198.0,54.8,1.71,21650.0,21058.0,21058.0
17008,LOOKOUT,California,CA,269.0,58.5,1.99,19875.0,18500.0,18500.0
17009,LOOMIS,California,CA,13192.0,48.0,2.7,39546.0,42318.0,42318.0
17010,LOS BANOS,California,CA,40550.0,31.0,3.44,22662.0,19494.0,19494.0
17011,LOS MOLINOS,California,CA,3793.0,44.2,2.51,23281.0,24391.0,24391.0
17012,LOTUS,California,CA,778.0,53.2,2.59,22951.0,47363.0,47363.0
17013,MCARTHUR,California,CA,1668.0,46.6,2.25,29643.0,28144.0,28144.0
17014,MCCLOUD,California,CA,1345.0,51.9,2.15,23384.0,25785.0,25785.0
17015,MACDOEL,California,CA,625.0,46.4,2.33,18444.0,26250.0,26250.0
17016,MADERA,California,CA,103630.0,34.4,3.48,24413.67,22208.67,22208.67
17017,MADISON,California,CA,727.0,30.7,3.98,27813.0,18944.0,18944.0
17018,MAGALIA,California,CA,13062.0,48.4,2.51,19200.0,22176.0,22176.0
17019,MANTECA,California,CA,83866.0,34.75,3.2,29468.0,26467.5,26467.5
17020,MANTON,California,CA,684.0,52.1,2.57,17266.0,18643.0,18643.0
17021,MARIPOSA,California,CA,11015.0,51.0,2.3,26873.0,27485.0,27485.0
17022,MARYSVILLE,California,CA,33150.0,31.0,2.78,23932.0,21171.0,21171.0
17023,BEALE AFB,California,CA,1530.0,22.9,2.81,21840.0,19348.0,19348.0
17024,MAXWELL,California,CA,1354.0,39.7,2.81,27035.0,30085.0,30085.0
17025,MEADOW VALLEY,California,CA,324.0,55.5,1.84,29000.0,42584.0,42584.0
17026,MEADOW VISTA,California,CA,4791.0,52.0,2.45,38381.0,43325.0,43325.0
17027,MENDOTA,California,CA,12645.0,29.0,4.13,13477.0,8874.0,8874.0
17028,MERCED,California,CA,102968.0,28.97,3.25,21004.33,19488.67,19488.67
17029,MERIDIAN,California,CA,901.0,41.8,2.76,29375.0,23865.0,23865.0
17030,MIDPINES,California,CA,624.0,53.5,1.72,21391.0,28075.0,28075.0
17031,MILLVILLE,California,CA,1026.0,55.6,2.5,30625.0,35294.0,35294.0
17032,MILL CREEK,California,CA,21.0,67.8,1.91,42361.0,47852.0,47852.0
17033,MINERAL,California,CA,310.0,33.4,2.72,39740.0,23181.0,23181.0
17035,HUME,California,CA,220.0,25.6,3.24,17941.0,22302.0,22302.0
17037,MI WUK VILLAGE,California,CA,1798.0,58.5,2.33,23810.0,30111.0,30111.0
17038,MODESTO,California,CA,264239.0,34.61,3.08,24832.71,24083.43,24083.43
17039,MOKELUMNE HILL,California,CA,2005.0,54.7,2.53,22213.0,33047.0,33047.0
17040,MONTAGUE,California,CA,4832.0,44.3,2.55,23627.0,23883.0,23883.0
17041,MONTGOMERY CREEK,California,CA,363.0,58.1,2.21,20294.0,23084.0,23084.0
17042,MOUNTAIN RANCH,California,CA,1001.0,64.3,1.82,24131.0,31816.0,31816.0
17043,MOUNT SHASTA,California,CA,6991.0,53.9,2.11,23863.0,28770.0,28770.0
17044,RIVER PINES,California,CA,452.0,46.5,2.51,21583.0,17103.0,17103.0
17045,MURPHYS,California,CA,4546.0,56.3,2.27,26899.0,39485.0,39485.0
17046,NEVADA CITY,California,CA,17595.0,55.2,2.36,28125.0,37411.0,37411.0
17047,NEWCASTLE,California,CA,6811.0,48.5,2.5,36705.0,44050.0,44050.0
17048,NEWMAN,California,CA,12645.0,33.1,3.46,21770.0,19137.0,19137.0
17049,NICOLAUS,California,CA,853.0,40.0,2.35,24868.0,33339.0,33339.0
17050,NORTH FORK,California,CA,2915.0,44.6,2.4,28216.0,28035.0,28035.0
17051,MCCLELLAN,California,CA,876.0,37.0,2.9,21026.0,15710.0,15710.0
17052,NORTH HIGHLANDS,California,CA,35397.0,31.3,3.27,21826.0,16619.0,16619.0
17053,NORTH SAN JUAN,California,CA,726.0,36.8,2.65,19826.0,22130.0,22130.0
17054,NUBIEBER,California,CA,158.0,32.7,2.58,14625.0,4042.0,4042.0
17055,OAKDALE,California,CA,34140.0,37.9,2.83,30214.0,30267.0,30267.0
17056,OAKHURST,California,CA,8252.0,54.2,2.4,24742.0,26458.0,26458.0
17057,OAK RUN,California,CA,782.0,57.6,2.12,24290.0,29704.0,29704.0
17058,OLD STATION,California,CA,47.0,67.4,2.24,30156.0,31711.0,31711.0
17059,OLIVEHURST,California,CA,27203.0,32.1,3.12,24728.0,21202.0,21202.0
17060,O NEALS,California,CA,239.0,40.5,3.06,48684.0,72655.0,72655.0
17061,ORANGE COVE,California,CA,10959.0,26.8,3.99,13773.0,10377.0,10377.0
17062,SQUAW VALLEY,California,CA,3248.0,50.1,2.62,28575.0,29240.0,29240.0
17063,ORANGEVALE,California,CA,31738.0,40.9,2.64,35229.0,34397.0,34397.0
17064,OREGON HOUSE,California,CA,1157.0,56.1,2.0,35280.0,32510.0,32510.0
17065,ORLAND,California,CA,14720.0,37.2,2.79,22674.0,20638.0,20638.0
17066,OROSI,California,CA,11387.0,26.6,3.98,15098.0,10829.0,10829.0
17067,OROVILLE,California,CA,50220.0,39.5,2.68,18732.0,20334.5,20334.5
17068,PALERMO,California,CA,1215.0,38.1,2.76,19956.0,15169.0,15169.0
17069,PALO CEDRO,California,CA,4009.0,53.5,2.63,32188.0,37860.0,37860.0
17070,PARADISE,California,CA,27919.0,50.3,2.4,23602.0,28175.0,28175.0
17071,PARLIER,California,CA,16018.0,26.3,3.91,14575.0,11297.0,11297.0
17072,PASKENTA,California,CA,166.0,47.3,1.96,14766.0,13212.0,13212.0
17073,PATTERSON,California,CA,26726.0,31.1,3.66,26671.0,21855.0,21855.0
17074,PENRYN,California,CA,2573.0,47.1,2.87,41204.0,45677.0,45677.0
17075,PILOT HILL,California,CA,1372.0,39.3,3.03,31705.0,26509.0,26509.0
17077,PINE GROVE,California,CA,5267.0,49.2,2.55,32289.0,35138.0,35138.0
17079,PIONEER,California,CA,4985.0,59.2,2.11,29859.0,33109.0,33109.0
17080,PLACERVILLE,California,CA,36717.0,50.3,2.52,28111.0,34344.0,34344.0
17081,PLANADA,California,CA,4795.0,31.3,3.59,16584.0,13351.0,13351.0
17082,PLATINA,California,CA,193.0,64.5,1.89,14688.0,19433.0,19433.0
17083,PLEASANT GROVE,California,CA,839.0,42.0,2.74,26375.0,29443.0,29443.0
17084,PLYMOUTH,California,CA,2373.0,44.5,2.63,33481.0,31145.0,31145.0
17085,POLLOCK PINES,California,CA,9152.0,45.5,2.68,26104.0,28191.0,28191.0
17086,PRATHER,California,CA,1743.0,50.9,2.5,37176.0,42511.0,42511.0
17087,PRINCETON,California,CA,572.0,49.8,2.45,27847.0,38087.0,38087.0
17088,QUINCY,California,CA,5913.0,48.1,2.38,24991.0,26909.0,26909.0
17089,RAIL ROAD FLAT,California,CA,148.0,65.6,1.87,16875.0,20977.0,20977.0
17090,RAISIN CITY,California,CA,373.0,33.6,3.77,13879.0,12819.0,12819.0
17091,MATHER,California,CA,4091.0,35.4,3.03,34659.0,31035.0,31035.0
17092,RANCHO CORDOVA,California,CA,65467.0,34.5,3.06,40257.5,33450.0,33450.0
17093,RAYMOND,California,CA,1324.0,53.7,2.48,28814.0,31106.0,31106.0
17094,PAYNES CREEK,California,CA,282.0,51.4,1.88,17750.0,14221.0,14221.0
17095,RED BLUFF,California,CA,28075.0,42.0,2.56,21293.0,22750.0,22750.0
17096,REDDING,California,CA,112135.0,45.42,2.38,25666.0,24389.75,24389.75
17097,REEDLEY,California,CA,31093.0,31.9,3.42,20600.0,18324.0,18324.0
17098,RESCUE,California,CA,5225.0,47.2,3.0,39735.0,42190.0,42190.0
17100,RIO LINDA,California,CA,15604.0,39.2,3.18,25291.0,22203.0,22203.0
17101,RIO OSO,California,CA,916.0,35.1,3.2,31779.0,37170.0,37170.0
17102,RIPON,California,CA,17358.0,39.3,2.9,36603.0,35961.0,35961.0
17103,RIVERBANK,California,CA,24884.0,32.2,3.39,27461.0,24061.0,24061.0
17104,RIVERDALE,California,CA,7345.0,29.7,4.21,21498.0,14627.0,14627.0
17105,ROCKLIN,California,CA,61705.0,37.95,2.79,41230.5,39019.0,39019.0
17106,ROSEVILLE,California,CA,137501.0,38.97,2.69,39290.33,37908.33,37908.33
17107,GRANITE BAY,California,CA,23641.0,45.7,2.87,50657.0,63403.0,63403.0
17108,PENN VALLEY,California,CA,9812.0,54.4,2.54,27368.0,33922.0,33922.0
17109,ROUGH AND READY,California,CA,1352.0,50.0,2.7,22016.0,26728.0,26728.0
17110,ROUND MOUNTAIN,California,CA,444.0,50.4,2.85,20393.0,20138.0,20138.0
17112,SACRAMENTO,California,CA,796458.0,36.18,2.65,31498.71,31764.82,31764.82
17113,ANTELOPE,California,CA,47088.0,33.6,3.29,31540.0,25383.0,25383.0
17114,SALIDA,California,CA,14247.0,31.6,3.4,31781.0,24101.0,24101.0
17115,SAN ANDREAS,California,CA,4918.0,44.6,2.62,19413.0,21413.0,21413.0
17116,SANGER,California,CA,35093.0,34.4,3.35,24142.0,20603.0,20603.0
17117,SAN JOAQUIN,California,CA,4360.0,24.6,3.95,16852.0,10181.0,10181.0
17119,SEIAD VALLEY,California,CA,265.0,58.5,1.81,18676.0,22289.0,22289.0
17120,SELMA,California,CA,30454.0,31.7,3.57,20129.0,17050.0,17050.0
17121,SHASTA,California,CA,718.0,54.6,2.11,19643.0,23059.0,23059.0
17123,SHAVER LAKE,California,CA,486.0,57.6,2.17,46477.0,56726.0,56726.0
17124,SHERIDAN,California,CA,1304.0,37.0,3.3,20764.0,18607.0,18607.0
17125,SHINGLE SPRINGS,California,CA,30304.0,45.4,2.75,32648.0,37342.0,37342.0
17126,SHINGLETOWN,California,CA,4400.0,59.3,2.18,22325.0,26900.0,26900.0
17127,SLOUGHHOUSE,California,CA,6173.0,50.7,2.41,48857.0,51060.0,51060.0
17128,SMARTSVILLE,California,CA,2138.0,29.7,2.61,29756.0,23740.0,23740.0
17129,SNELLING,California,CA,1080.0,39.9,2.9,26063.0,21001.0,21001.0
17132,SOMERSET,California,CA,3260.0,54.0,2.55,24637.0,29410.0,29410.0
17133,SONORA,California,CA,27680.0,48.5,2.27,27154.0,34308.0,34308.0
17134,SOULSBYVILLE,California,CA,2243.0,36.3,2.71,37583.0,31424.0,31424.0
17135,SOUTH DOS PALOS,California,CA,882.0,40.4,3.51,17961.0,11720.0,11720.0
17136,STEVINSON,California,CA,1847.0,38.3,3.4,23361.0,30478.0,30478.0
17138,STOCKTON,California,CA,370950.0,32.34,3.11,21719.17,20090.17,20090.17
17139,STONYFORD,California,CA,729.0,50.5,2.66,22000.0,23107.0,23107.0
17140,SULTANA,California,CA,1117.0,21.3,4.42,15729.0,8201.0,8201.0
17141,SUTTER,California,CA,3258.0,37.2,2.73,31446.0,32920.0,32920.0
17142,SUTTER CREEK,California,CA,4573.0,53.3,2.29,31940.0,34738.0,34738.0
17143,DRYTOWN,California,CA,201.0,57.3,2.96,20893.0,27303.0,27303.0
17145,TEHAMA,California,CA,392.0,48.8,2.39,16850.0,21536.0,21536.0
17146,THORNTON,California,CA,1021.0,35.2,3.08,15995.0,16407.0,16407.0
17147,TOLLHOUSE,California,CA,2877.0,40.8,2.93,33173.0,27198.0,27198.0
17148,TRACY,California,CA,115338.0,34.17,3.44,41996.25,30619.75,30619.75
17149,VERNALIS,California,CA,465.0,34.7,2.6,28672.0,23466.0,23466.0
17150,TRANQUILLITY,California,CA,1018.0,43.0,2.88,23553.0,19016.0,19016.0
17151,TRAVER,California,CA,834.0,29.4,4.15,13287.0,11799.0,11799.0
17152,TRINITY CENTER,California,CA,710.0,56.2,2.18,21287.0,29380.0,29380.0
17153,TUOLUMNE,California,CA,3616.0,40.8,2.46,28279.0,26841.0,26841.0
17154,TURLOCK,California,CA,79888.0,35.0,2.9,26293.5,26284.5,26284.5
17156,TWAIN HARTE,California,CA,4227.0,51.2,2.28,30298.0,34291.0,34291.0
17159,VACAVILLE,California,CA,104249.0,38.35,2.79,35463.5,34140.5,34140.5
17160,VALLECITO,California,CA,604.0,43.9,2.41,22270.0,25762.0,25762.0
17162,VALLEY SPRINGS,California,CA,14981.0,46.7,3.0,28393.0,29196.0,29196.0
17164,VOLCANO,California,CA,1288.0,65.1,2.19,28750.0,38071.0,38071.0
17165,WALLACE,California,CA,1093.0,55.4,2.65,64931.0,39733.0,39733.0
17166,WALNUT GROVE,California,CA,2346.0,35.0,2.84,23764.0,28249.0,28249.0
17167,WASHINGTON,California,CA,78.0,70.1,1.53,18750.0,23163.0,23163.0
17168,WATERFORD,California,CA,10568.0,32.2,3.56,24621.0,19965.0,19965.0
17169,WEAVERVILLE,California,CA,4011.0,43.3,2.42,22839.0,23228.0,23228.0
17170,WEED,California,CA,6579.0,46.2,2.32,25772.0,26905.0,26905.0
17171,WEIMAR,California,CA,209.0,31.4,1.82,15685.0,15666.0,15666.0
17172,WESTLEY,California,CA,564.0,16.5,3.89,20500.0,11149.0,11149.0
17173,WEST POINT,California,CA,1593.0,61.6,2.12,19722.0,20443.0,20443.0
17174,WEST SACRAMENTO,California,CA,52420.0,32.75,2.92,26679.0,24827.0,24827.0
17175,WHEATLAND,California,CA,5256.0,35.9,3.08,35404.0,30419.0,30419.0
17176,WHITMORE,California,CA,745.0,51.3,2.45,25606.0,29922.0,29922.0
17177,WILLIAMS,California,CA,6050.0,34.1,3.25,25742.0,24266.0,24266.0
17178,WILLOWS,California,CA,8655.0,39.6,2.58,23392.0,22105.0,22105.0
17179,WILSEYVILLE,California,CA,441.0,60.1,2.08,31029.0,26779.0,26779.0
17180,WILTON,California,CA,6408.0,49.7,2.63,37375.0,39767.0,39767.0
17181,WINTERS,California,CA,10310.0,38.2,2.94,31964.0,34185.0,34185.0
17182,WINTON,California,CA,14114.0,28.4,3.63,20456.0,16498.0,16498.0
17183,WOODBRIDGE,California,CA,3993.0,51.0,2.62,35546.0,39677.0,39677.0
17184,WOODLAND,California,CA,63290.0,35.3,2.91,29323.0,27734.5,27734.5
17185,YOLO,California,CA,392.0,48.2,2.74,30147.0,22909.0,22909.0
17186,YOSEMITE NATIONAL PARK,California,CA,1397.0,38.5,2.13,27896.0,31343.0,31343.0
17187,YREKA,California,CA,9726.0,42.2,2.21,21358.0,22635.0,22635.0
17188,YUBA CITY,California,CA,77671.0,36.1,2.93,24432.0,24615.0,24615.0
17189,ZAMORA,California,CA,215.0,55.1,2.44,38719.0,31031.0,31031.0
17190,AIEA,Hawaii,HI,39925.0,40.8,2.98,40007.0,36747.0,36747.0
17191,ANAHOLA,Hawaii,HI,2006.0,41.3,3.38,26292.0,23853.0,23853.0
17193,CAPTAIN COOK,Hawaii,HI,7733.0,44.9,3.0,25714.0,34562.0,34562.0
17194,OCEAN VIEW,Hawaii,HI,4755.0,41.5,2.9,13898.0,14122.0,14122.0
17195,ELEELE,Hawaii,HI,2790.0,40.0,3.65,32611.0,25634.0,25634.0
17196,EWA BEACH,Hawaii,HI,71392.0,34.7,3.74,36178.0,30698.0,30698.0
17197,HAIKU,Hawaii,HI,9519.0,47.3,2.72,37398.0,40950.0,40950.0
17198,HAKALAU,Hawaii,HI,237.0,58.1,1.77,24931.0,30132.0,30132.0
17199,HALEIWA,Hawaii,HI,7511.0,37.9,2.86,42162.0,41029.0,41029.0
17200,HANA,Hawaii,HI,1323.0,34.4,3.12,26757.0,28275.0,28275.0
17201,HANALEI,Hawaii,HI,821.0,46.6,2.63,27083.0,20248.0,20248.0
17202,HANAPEPE,Hawaii,HI,2989.0,41.9,3.27,32161.0,29446.0,29446.0
17203,HAUULA,Hawaii,HI,5177.0,32.1,3.8,30681.0,24945.0,24945.0
17204,HAWI,Hawaii,HI,1649.0,40.3,3.18,25641.0,25145.0,25145.0
17205,HILO,Hawaii,HI,48575.0,40.6,2.76,26396.0,26266.0,26266.0
17206,HOLUALOA,Hawaii,HI,2963.0,40.3,2.8,31108.0,27964.0,27964.0
17207,HONAUNAU,Hawaii,HI,1012.0,42.9,4.91,27367.0,28665.0,28665.0
17208,HONOKAA,Hawaii,HI,5750.0,42.0,3.76,24315.0,22213.0,22213.0
17209,HONOLULU,Hawaii,HI,416335.0,43.11,2.66,37045.64,39493.73,39493.73
17212,HONOMU,Hawaii,HI,515.0,52.5,2.52,23750.0,32656.0,32656.0
17213,HOOLEHUA,Hawaii,HI,1433.0,32.5,3.79,23466.0,18821.0,18821.0
17214,KAAAWA,Hawaii,HI,1286.0,41.8,2.54,34592.0,35814.0,35814.0
17215,KAHUKU,Hawaii,HI,3101.0,35.2,4.05,31125.0,26120.0,26120.0
17216,KAHULUI,Hawaii,HI,28159.0,37.6,3.71,30856.0,24684.0,24684.0
17217,KAILUA,Hawaii,HI,51923.0,34.4,2.99,37879.0,43554.0,43554.0
17219,KAILUA KONA,Hawaii,HI,37474.0,43.9,2.8,31721.0,32920.0,32920.0
17220,KALAHEO,Hawaii,HI,6603.0,41.2,3.1,31495.0,32236.0,32236.0
17221,KALAUPAPA,Hawaii,HI,86.0,57.6,1.4,44375.0,46024.0,46024.0
17222,WAIKOLOA,Hawaii,HI,6333.0,44.9,2.49,42375.0,35689.0,35689.0
